original_path,final_path
Pterocarpus macrocarpus/sub_054/117_1.png,train/Pterocarpus macrocarpus/117_1.png
Pterocarpus sp/sub_001/136.png,train/Pterocarpus sp/136.png
Pterocarpus erinaceus/sub_017/3403. Pterocarpus erinaceus.3 (92).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.3 (92).png
Pterocarpus macrocarpus/sub_016/128.png,train/Pterocarpus macrocarpus/128.png
Pterocarpus soyauxii/sub_027/1119.png,train/Pterocarpus soyauxii/1119.png
Pterocarpus erinaceus/sub_013/3403. Pterocarpus erinaceus.5 (163).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.5 (163).png
Pterocarpus erinaceus/sub_022/3403. Pterocarpus erinaceus.10 (332).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.10 (332).png
Afzelia africana/sub_010/doussie40_1.png,train/Afzelia africana/doussie40_1.png
Guibourtia arnoldiana/sub_049/3411. Guibourtia arnoldiana.7 (204).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.7 (204).png
Guibourtia arnoldiana/sub_015/3411. Guibourtia arnoldiana.1 (5).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.1 (5).png
Dalbergia cochinchinensis/sub_009/Dalbergia cochinchinensis.3280.7 (20).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.7 (20).png
Dalbergia cochinchinensis/sub_003/Dalbergia cochinchinensis.3280.6 (36).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.6 (36).png
Peltogyne pubescens/sub_006/3377. Peltogyne pubescens.7 (234).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.7 (234).png
Dalbergia cochinchinensis/sub_021/Dalbergia cochinchinensis.3280.8 (2).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.8 (2).png
Pterocarpus erinaceus/sub_003/3403. Pterocarpus erinaceus.1(30).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.1(30).png
Afzelia quanzensis/sub_005/143_2.png,train/Afzelia quanzensis/143_2.png
Afzelia bella/sub_014/Afzelia bella_QCYD170_(244).png,train/Afzelia bella/Afzelia bella_QCYD170_(244).png
Afzelia bella/sub_021/Afzelia bella_LYSV052_(163).png,train/Afzelia bella/Afzelia bella_LYSV052_(163).png
Afzelia africana/sub_001/1.jpg,train/Afzelia africana/1.jpg
Pterocarpus soyauxii/sub_094/142.png,train/Pterocarpus soyauxii/142.png
Dalbergia cochinchinensis/sub_007/Dalbergia cochinchinensis.3280.7 (22).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.7 (22).png
Guibourtia arnoldiana/sub_024/3411. Guibourtia arnoldiana.8 (230).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.8 (230).png
Pterocarpus macrocarpus/sub_008/126_1.png,train/Pterocarpus macrocarpus/126_1.png
Dalbergia rimosa/sub_028/3414. Dalbergia rimosa.1(22).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.1(22).png
Afzelia africana/sub_004/doussie31.png,train/Afzelia africana/doussie31.png
Guibourtia coleosperma/sub_004/Guibourtia coleosperma_3253.1 (35).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.1 (35).png
Dalbergia rimosa/sub_031/3414. Dalbergia rimosa.6 (170).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.6 (170).png
Peltogyne pubescens/sub_023/3377. Peltogyne pubescens.2 (50).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.2 (50).png
Pterocarpus macrocarpus/sub_001/148.png,train/Pterocarpus macrocarpus/148.png
Sindora cochinchinensis/sub_057/gụ34_1.png,train/Sindora cochinchinensis/gụ34_1.png
Pterocarpus soyauxii/sub_046/137.png,train/Pterocarpus soyauxii/137.png
Dalbergia rimosa/sub_035/3414. Dalbergia rimosa.9 (242).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.9 (242).png
Dalbergia tonkinensis/sub_005/3353. Dalbergia tonkinensis.6.(169).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.6.(169).png
Afzelia bella/sub_019/Afzelia bella_WJSV740_10_36117.png,train/Afzelia bella/Afzelia bella_WJSV740_10_36117.png
Guibourtia ehie/sub_036/Guibourtia ehie_TLYO895_9_(357).png,train/Guibourtia ehie/Guibourtia ehie_TLYO895_9_(357).png
Afzelia quanzensis/sub_042/135.png,train/Afzelia quanzensis/135.png
Pterocarpus sp/sub_022/154.png,train/Pterocarpus sp/154.png
Peltogyne pubescens/sub_008/3377. Peltogyne pubescens.7 (251).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.7 (251).png
Dalbergia cochinchinensis/sub_033/Dalbergia cochinchinensis.3280.9 (6).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.9 (6).png
Guibourtia coleosperma/sub_012/Guibourtia coleosperma_3253.2 (9).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.2 (9).png
Pterocarpus sp/sub_003/13_2.png,train/Pterocarpus sp/13_2.png
Dalbergia melanoxylon/sub_012/3352. Dalbergia melanoxylon.4.(103).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.4.(103).png
Pterocarpus soyauxii/sub_024/1110.png,train/Pterocarpus soyauxii/1110.png
Dalbergia oliveri/sub_044/Dalbergia oliveri_3237.4_ (8).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.4_ (8).png
Sindora tonkinensis/sub_031/3381. Sindora tonkinensis.8 (232).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.8 (232).png
Afzelia africana/sub_056/doussie46_2.png,train/Afzelia africana/doussie46_2.png
Dalbergia melanoxylon/sub_003/3352. Dalbergia melanoxylon.2 (34).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.2 (34).png
Afzelia quanzensis/sub_059/135_3.png,train/Afzelia quanzensis/135_3.png
Sindora tonkinensis/sub_078/3381. Sindora tonkinensis.10 (295).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.10 (295).png
Pterocarpus soyauxii/sub_014/176.png,train/Pterocarpus soyauxii/176.png
Sindora tonkinensis/sub_020/3381. Sindora tonkinensis.10 (299).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.10 (299).png
Dalbergia oliveri/sub_002/Dalbergia oliveri_3237.7_ (23).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (23).png
Dalbergia tonkinensis/sub_048/3353. Dalbergia tonkinensis.8.(253).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(253).png
Dalbergia cochinchinensis/sub_053/Dalbergia cochinchinensis.3280.9 (3).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.9 (3).png
Pterocarpus sp/sub_086/18_2.png,train/Pterocarpus sp/18_2.png
Guibourtia arnoldiana/sub_059/3411. Guibourtia arnoldiana.3 (90).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.3 (90).png
Pterocarpus erinaceus/sub_027/3403. Pterocarpus erinaceus.8 (248).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.8 (248).png
Dalbergia oliveri/sub_044/Dalbergia oliveri_3237.6_ (14).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.6_ (14).png
Afzelia africana/sub_060/doussie45.png,train/Afzelia africana/doussie45.png
Dalbergia rimosa/sub_029/3414. Dalbergia rimosa.1(25).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.1(25).png
Pterocarpus erinaceus/sub_043/3403. Pterocarpus erinaceus.5 (147).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.5 (147).png
Pterocarpus soyauxii/sub_034/146.png,train/Pterocarpus soyauxii/146.png
Peltogyne pubescens/sub_001/3377. Peltogyne pubescens.7 (236).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.7 (236).png
Dalbergia rimosa/sub_012/3414. Dalbergia rimosa.9 (259).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.9 (259).png
Afzelia quanzensis/sub_001/137_1_1.png,train/Afzelia quanzensis/137_1_1.png
Dalbergia rimosa/sub_025/3414. Dalbergia rimosa.9 (268).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.9 (268).png
Afzelia quanzensis/sub_078/133_5.png,train/Afzelia quanzensis/133_5.png
Guibourtia arnoldiana/sub_012/3411. Guibourtia arnoldiana.9 (277).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.9 (277).png
Sindora tonkinensis/sub_077/3381. Sindora tonkinensis.8 (235).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.8 (235).png
Sindora cochinchinensis/sub_022/gụ8_1.png,train/Sindora cochinchinensis/gụ8_1.png
Afzelia pachyloba/sub_021/6.1.png,train/Afzelia pachyloba/6.1.png
Dalbergia cochinchinensis/sub_038/Dalbergia cochinchinensis.3280.8 (21).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.8 (21).png
Afzelia bella/sub_002/Afzelia bella_HYBT691_(155).png,train/Afzelia bella/Afzelia bella_HYBT691_(155).png
Sindora tonkinensis/sub_005/3381. Sindora tonkinensis.4 (124).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.4 (124).png
Dalbergia tonkinensis/sub_006/3353. Dalbergia tonkinensis.8.(237).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(237).png
Dalbergia rimosa/sub_016/3414. Dalbergia rimosa.3 (84).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.3 (84).png
Pterocarpus soyauxii/sub_085/116_1.png,train/Pterocarpus soyauxii/116_1.png
Dalbergia rimosa/sub_058/3414. Dalbergia rimosa.4 (115).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.4 (115).png
Dalbergia melanoxylon/sub_008/3352. Dalbergia melanoxylon.3.(84).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(84).png
Afzelia quanzensis/sub_003/134_4.png,train/Afzelia quanzensis/134_4.png
Dalbergia tonkinensis/sub_007/3353. Dalbergia tonkinensis.4.(110).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4.(110).png
Afzelia africana/sub_001/doussie37_2.png,train/Afzelia africana/doussie37_2.png
Pterocarpus sp/sub_023/164_2.png,train/Pterocarpus sp/164_2.png
Afzelia quanzensis/sub_009/17_3.png,train/Afzelia quanzensis/17_3.png
Guibourtia coleosperma/sub_007/Guibourtia coleosperma_3253.9 (32).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.9 (32).png
Dalbergia rimosa/sub_031/3414. Dalbergia rimosa.9 (270).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.9 (270).png
Dalbergia melanoxylon/sub_019/3352. Dalbergia melanoxylon.7.(188).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.7.(188).png
Guibourtia arnoldiana/sub_044/3411. Guibourtia arnoldiana.8 (224).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.8 (224).png
Pterocarpus macrocarpus/sub_019/170.png,train/Pterocarpus macrocarpus/170.png
Pterocarpus sp/sub_020/139_2.png,train/Pterocarpus sp/139_2.png
Dalbergia melanoxylon/sub_001/3352. Dalbergia melanoxylon.3.(73).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(73).png
Dalbergia rimosa/sub_032/3414. Dalbergia rimosa.2 (36).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.2 (36).png
Dalbergia oliveri/sub_051/Dalbergia oliveri_3237.5_ (31).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.5_ (31).png
Peltogyne pubescens/sub_007/3377. Peltogyne pubescens.1 (8).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.1 (8).png
Pterocarpus sp/sub_033/126.png,train/Pterocarpus sp/126.png
Dalbergia cochinchinensis/sub_018/Dalbergia cochinchinensis.3280.1 (26).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.1 (26).png
Pterocarpus indicus/sub_043/3395. Pterocarpus indicus.8 (250).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.8 (250).png
Pterocarpus indicus/sub_038/3395. Pterocarpus indicus.10 (305).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.10 (305).png
Pterocarpus macrocarpus/sub_026/115_4.png,train/Pterocarpus macrocarpus/115_4.png
Afzelia pachyloba/sub_051/4.4.png,train/Afzelia pachyloba/4.4.png
Guibourtia coleosperma/sub_027/Guibourtia coleosperma_3253.8 (19).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (19).png
Dalbergia melanoxylon/sub_033/3352. Dalbergia melanoxylon.5.(144).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.5.(144).png
Afzelia pachyloba/sub_042/8.1.png,train/Afzelia pachyloba/8.1.png
Pterocarpus sp/sub_012/112_1.png,train/Pterocarpus sp/112_1.png
Pterocarpus soyauxii/sub_016/139_1.png,train/Pterocarpus soyauxii/139_1.png
Afzelia africana/sub_070/doussie22.png,train/Afzelia africana/doussie22.png
Pterocarpus macrocarpus/sub_042/111_1.png,train/Pterocarpus macrocarpus/111_1.png
Guibourtia arnoldiana/sub_022/3411. Guibourtia arnoldiana.6 (191).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.6 (191).png
Dalbergia oliveri/sub_080/Dalbergia oliveri_3237.7_ (11).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (11).png
Guibourtia coleosperma/sub_036/Guibourtia coleosperma_3253.3 (13).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.3 (13).png
Pterocarpus sp/sub_009/143_4.png,train/Pterocarpus sp/143_4.png
Guibourtia coleosperma/sub_007/Guibourtia coleosperma_3253.6 (23).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.6 (23).png
Pterocarpus erinaceus/sub_015/3403. Pterocarpus erinaceus.4 (104).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.4 (104).png
Pterocarpus macrocarpus/sub_022/167.png,train/Pterocarpus macrocarpus/167.png
Pterocarpus macrocarpus/sub_076/118.png,train/Pterocarpus macrocarpus/118.png
Afzelia bella/sub_040/Afzelia bella_OGHV743_(210).png,train/Afzelia bella/Afzelia bella_OGHV743_(210).png
Pterocarpus macrocarpus/sub_013/117_2.png,train/Pterocarpus macrocarpus/117_2__515e823f.png
Afzelia bella/sub_067/Afzelia bella_HYBT691_(122).png,train/Afzelia bella/Afzelia bella_HYBT691_(122).png
Dalbergia oliveri/sub_061/Dalbergia oliveri_3237.7_ (14).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (14).png
Guibourtia arnoldiana/sub_036/3411. Guibourtia arnoldiana.8 (247).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.8 (247).png
Dalbergia rimosa/sub_027/3414. Dalbergia rimosa.7 (192).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.7 (192).png
Guibourtia ehie/sub_052/Guibourtia ehie_TLYO895_9_(359).png,train/Guibourtia ehie/Guibourtia ehie_TLYO895_9_(359).png
Afzelia pachyloba/sub_014/1.4_1.png,train/Afzelia pachyloba/1.4_1.png
Guibourtia ehie/sub_022/Guibourtia ehie_FEHC134_2_(55).png,train/Guibourtia ehie/Guibourtia ehie_FEHC134_2_(55).png
Sindora tonkinensis/sub_012/3381. Sindora tonkinensis.2 (34).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.2 (34).png
Pterocarpus indicus/sub_050/3395. Pterocarpus indicus.3 (89).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.3 (89).png
Pterocarpus indicus/sub_016/3395. Pterocarpus indicus.9 (279).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.9 (279).png
Sindora tonkinensis/sub_043/3381. Sindora tonkinensis.7 (195).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.7 (195).png
Afzelia africana/sub_039/doussie33.png,train/Afzelia africana/doussie33.png
Pterocarpus sp/sub_093/136_6.png,train/Pterocarpus sp/136_6.png
Dalbergia melanoxylon/sub_045/3352. Dalbergia melanoxylon.3.(65).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(65).png
Guibourtia coleosperma/sub_001/Guibourtia coleosperma_3253.8 (21).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.8 (21).png
Peltogyne pubescens/sub_045/3377. Peltogyne pubescens.9 (334).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.9 (334).png
Pterocarpus sp/sub_101/148_1.png,train/Pterocarpus sp/148_1.png
Pterocarpus sp/sub_055/116_1.png,train/Pterocarpus sp/116_1.png
Dalbergia rimosa/sub_006/3414. Dalbergia rimosa.9 (248).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.9 (248).png
Dalbergia cochinchinensis/sub_010/Dalbergia cochinchinensis.3280.1 (11).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.1 (11).png
Afzelia quanzensis/sub_012/125_2.png,train/Afzelia quanzensis/125_2.png
Pterocarpus soyauxii/sub_057/162_1.png,train/Pterocarpus soyauxii/162_1.png
Pterocarpus soyauxii/sub_060/113.png,train/Pterocarpus soyauxii/113.png
Dalbergia oliveri/sub_033/Dalbergia oliveri_3237.7_ (5).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (5).png
Afzelia bella/sub_011/Afzelia bella_HYBT691_(144).png,train/Afzelia bella/Afzelia bella_HYBT691_(144).png
Afzelia bella/sub_081/Afzelia bella_OGHV743_(228).png,train/Afzelia bella/Afzelia bella_OGHV743_(228).png
Afzelia pachyloba/sub_041/4.2.png,train/Afzelia pachyloba/4.2.png
Pterocarpus soyauxii/sub_088/138.png,train/Pterocarpus soyauxii/138.png
Guibourtia coleosperma/sub_090/Guibourtia coleosperma_3253.3 (21).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.3 (21).png
Pterocarpus sp/sub_082/128_2.png,train/Pterocarpus sp/128_2.png
Guibourtia ehie/sub_067/Guibourtia ehie_TLYO895_9_(327).png,train/Guibourtia ehie/Guibourtia ehie_TLYO895_9_(327).png
Dalbergia melanoxylon/sub_007/3352. Dalbergia melanoxylon.7.(207).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.7.(207).png
Dalbergia rimosa/sub_018/3414. Dalbergia rimosa.6 (165).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.6 (165).png
Afzelia quanzensis/sub_073/18.png,train/Afzelia quanzensis/18.png
Guibourtia arnoldiana/sub_014/3411. Guibourtia arnoldiana.7 (220).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.7 (220).png
Pterocarpus erinaceus/sub_053/3403. Pterocarpus erinaceus.1(5).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.1(5).png
Dalbergia tonkinensis/sub_011/3353. Dalbergia tonkinensis.7.(213).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7.(213).png
Dalbergia melanoxylon/sub_012/3352. Dalbergia melanoxylon.3.(85).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(85).png
Dalbergia melanoxylon/sub_025/3352. Dalbergia melanoxylon.10.(284).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.10.(284).png
Afzelia bella/sub_058/Afzelia bella_GCJA653_(97).png,train/Afzelia bella/Afzelia bella_GCJA653_(97).png
Pterocarpus sp/sub_050/162.png,train/Pterocarpus sp/162.png
Afzelia bella/sub_014/Afzelia bella_QUAV174_(318).png,train/Afzelia bella/Afzelia bella_QUAV174_(318).png
Guibourtia ehie/sub_066/Guibourtia ehie_TLYO895_9_(333).png,train/Guibourtia ehie/Guibourtia ehie_TLYO895_9_(333).png
Dalbergia oliveri/sub_026/Dalbergia oliveri_3237.2_ (19).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.2_ (19).png
Afzelia pachyloba/sub_020/3.1.png,train/Afzelia pachyloba/3.1.png
Dalbergia tonkinensis/sub_019/3353. Dalbergia tonkinensis.8.(249).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(249).png
Pterocarpus indicus/sub_040/3395. Pterocarpus indicus.8 (237).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.8 (237).png
Pterocarpus macrocarpus/sub_024/146_1.png,train/Pterocarpus macrocarpus/146_1.png
Afzelia africana/sub_074/doussie19_1_1.png,train/Afzelia africana/doussie19_1_1.png
Pterocarpus sp/sub_088/121_1.png,train/Pterocarpus sp/121_1.png
Pterocarpus erinaceus/sub_017/3403. Pterocarpus erinaceus.8 (255).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.8 (255).png
Pterocarpus soyauxii/sub_018/1101_1.png,train/Pterocarpus soyauxii/1101_1.png
Guibourtia arnoldiana/sub_017/3411. Guibourtia arnoldiana.4 (97).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.4 (97).png
Peltogyne pubescens/sub_015/3377. Peltogyne pubescens.1 (2).png,train/Peltogyne pubescens/3377. Peltogyne pubescens.1 (2).png
Dalbergia tonkinensis/sub_009/3353. Dalbergia tonkinensis.4.(130).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.4.(130).png
Dalbergia oliveri/sub_081/Dalbergia oliveri_3237.2_ (28).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.2_ (28).png
Afzelia africana/sub_059/doussie24.png,train/Afzelia africana/doussie24.png
Guibourtia arnoldiana/sub_005/3411. Guibourtia arnoldiana.6 (184).png,train/Guibourtia arnoldiana/3411. Guibourtia arnoldiana.6 (184).png
Dalbergia tonkinensis/sub_015/3353. Dalbergia tonkinensis.8.(238).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.8.(238).png
Pterocarpus erinaceus/sub_056/3403. Pterocarpus erinaceus.5 (141).png,train/Pterocarpus erinaceus/3403. Pterocarpus erinaceus.5 (141).png
Guibourtia coleosperma/sub_051/Guibourtia coleosperma_3253.3 (27).png,train/Guibourtia coleosperma/Guibourtia coleosperma_3253.3 (27).png
Afzelia quanzensis/sub_017/140_2.png,train/Afzelia quanzensis/140_2.png
Dalbergia rimosa/sub_045/3414. Dalbergia rimosa.9 (243).png,train/Dalbergia rimosa/3414. Dalbergia rimosa.9 (243).png
Guibourtia ehie/sub_037/Guibourtia ehie_UORX694_10_(379).png,train/Guibourtia ehie/Guibourtia ehie_UORX694_10_(379).png
Sindora tonkinensis/sub_012/3381. Sindora tonkinensis.2 (51).png,train/Sindora tonkinensis/3381. Sindora tonkinensis.2 (51).png
Dalbergia tonkinensis/sub_042/3353. Dalbergia tonkinensis.7.(226).png,train/Dalbergia tonkinensis/3353. Dalbergia tonkinensis.7.(226).png
Pterocarpus macrocarpus/sub_021/143.png,train/Pterocarpus macrocarpus/143.png
Pterocarpus indicus/sub_041/3395. Pterocarpus indicus.1 (15).png,train/Pterocarpus indicus/3395. Pterocarpus indicus.1 (15).png
Dalbergia cochinchinensis/sub_043/Dalbergia cochinchinensis.3280.7 (35).png,train/Dalbergia cochinchinensis/Dalbergia cochinchinensis.3280.7 (35).png
Dalbergia oliveri/sub_045/Dalbergia oliveri_3237.7_ (8).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.7_ (8).png
Dalbergia melanoxylon/sub_036/3352. Dalbergia melanoxylon.3.(62).png,train/Dalbergia melanoxylon/3352. Dalbergia melanoxylon.3.(62).png
Dalbergia oliveri/sub_053/Dalbergia oliveri_3237.2_ (23).png,train/Dalbergia oliveri/Dalbergia oliveri_3237.2_ (23).png
