path,label,genus,species,subfolder
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(281).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_3619.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(240).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32114.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(110).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(168).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(241).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(133).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(226).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(254).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_3215.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(187).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(223).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(103).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(67).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(73).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(178).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(160).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36123.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(296).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(165).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(75).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36112.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(306).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(149).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(5).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(71).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(120).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(179).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(141).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32111.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_3612.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(167).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(271).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(300).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(131).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(311).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(107).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(78).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32124.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(201).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(44).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(183).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(256).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(146).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_3218.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(268).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(174).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32133.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(259).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(298).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32132.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(242).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(96).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36126.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(23).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(270).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(275).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(162).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(12).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(210).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(175).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(163).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(272).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(269).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(166).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(139).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(309).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32131.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(132).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_3616.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36114.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(17).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(6).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(16).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(200).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36113.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(25).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(312).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(233).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(19).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36124.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(90).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_3613.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(137).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(45).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(128).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(221).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(3).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(171).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(207).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36137.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(76).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(101).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_LYSV052/Afzelia bella_LYSV052_(199).png,Afzelia bella,Afzelia,bella,Afzelia bella_LYSV052
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32139.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(79).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_3212.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(104).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32120.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(148).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(13).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(244).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_GCJA653/Afzelia bella_GCJA653_(117).png,Afzelia bella,Afzelia,bella,Afzelia bella_GCJA653
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(142).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32128.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QCYD170/Afzelia bella_QCYD170_(277).png,Afzelia bella,Afzelia,bella,Afzelia bella_QCYD170
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_3219.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36120.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_HYBT691/Afzelia bella_HYBT691_(158).png,Afzelia bella,Afzelia,bella,Afzelia bella_HYBT691
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(294).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(63).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_OGHV743/Afzelia bella_OGHV743_(235).png,Afzelia bella,Afzelia,bella,Afzelia bella_OGHV743
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(64).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_FFCA657/Afzelia bella_FFCA657_9_32112.png,Afzelia bella,Afzelia,bella,Afzelia bella_FFCA657
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(77).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AKMX287/Afzelia bella_AKMX287_(11).png,Afzelia bella,Afzelia,bella,Afzelia bella_AKMX287
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_AMRX692/Afzelia bella_AMRX692_(47).png,Afzelia bella,Afzelia,bella,Afzelia bella_AMRX692
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_QUAV174/Afzelia bella_QUAV174_(285).png,Afzelia bella,Afzelia,bella,Afzelia bella_QUAV174
/kaggle/input/datasets/b23dckh002lvitanh/s3-origin/S3/Afzelia bella/Afzelia bella_WJSV740_10/Afzelia bella_WJSV740_10_36135.png,Afzelia bella,Afzelia,bella,Afzelia bella_WJSV740_10
